,item,originLabel,cultureLabel,ethnic_groupLabel,off_languageLabel,nameLabel,movementLabel,genreLabel,main_subjectLabel,memorializedLabel,sign_eventLabel,narrative_locLabel,countryLabel,taxonLabel,jurisdictionLabel,based_onLabel,part_ofLabel,native_labelLabel,cuisineLabel,areaLabel,used_byLabel,useLabel,political_ideoLabel,religionLabel,political_partyLabel,participant_inLabel,endemicLabel,indigenousLabel,country_sportLabel,subclass_ofLabel
1345,Q9626,,,,,,,,,,,,United Kingdom,,,,,Conservative and Unionist Party,,,,,conservatism,,,,,,,
1346,Q937959,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,
1347,Q2150516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,persuasive writing
1348,Q71249,,,,,,,,,,research expedition,,,,,,,,,,,,,Catholic Church,Constitutional Party,,,,,
1349,Q93725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,Q27640013,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
1351,Q47321159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,Q207103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,Q5164837,,,,,,,,,,,,,,,,,,,,,human sexual behavior,,,,,,,,magazine
1354,Q16038801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,art gallery
1355,Q5164961,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
1356,Q5165003,,,,,,,,,,,,,,,,,,,worldwide,,,,Sects of Sikhism,,,,,,religious movement
1357,Q11899858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,modern paganism
1358,Q109459317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artist
1359,Q59104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosophy
1360,Q17001943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer
1361,Q2944747,,,,,,,,,,,,,,,,Anglicanism,,,,,,,Anglicanism,,,,,,
1362,Q747339,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,folk dance
1363,Q1231729,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,neighborhood
1364,Q474122,,,,,,,,,,,,Italy,,,,,,,,,,,Catholicism,,,,,,
1365,Q370330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transport
1366,Q13266,Iran,,,,,,,,,,,,,,,,Pastas secas,,,,eating,,,,,,,,dessert
1367,Q11080558,,,,,,,,cooking,,,,,,,,,,,,,,,,,,,,,manga
1368,Q531635,,,,,,,,,,,,Argentina,,,,,,,,,,,,,,,,,championship
1369,Q16833779,,,,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,
1370,Q641445,,,,,,,,,,,,Denmark,,,,,,,,,,,,,,,,,
1371,Q14499025,,,,,,,,copyright,,,,,,Bolivia,,,,,,,,,,,,,,,
1372,Q5169252,,,,,,,,copyright,,,,,,Egypt,,,,,,,,,,,,,,,
1373,Q3829820,,,,,,,,author's rights,,,,,,European Union,,,,,,,,,,,,,,,copyright
1374,Q7079604,,,,,,,,,,,,,,,,copyright law,,,,,,,,,,,,,policy
1375,Q1784207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
1376,Q1480,,,,,,,,,,,,,,,,,,,,,,,Catholic Church,Liberal Party of the Philippines,,,,,
1377,Q1424020,,,,,,,poetry,,,,,Brazil,,,,,,,,,,,,,,,,,literature
1378,Q87311542,,,,,,,,,,,,,,,,metropolitan area,,,,,,,,,,,,,city
1379,Q63046,,,,,,,pop music,,,,,,,,,,,,,,,,,,Eurovision Song Contest 2002,,,,
1380,Q5170775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry gin
1381,Q5719298,,,,,,,,,,,,,,,,Zea mays,,,,,,,,,,,,,
1382,Q96173,,,,,,cyberfeminism,internet art,,,,,,,,,,,,,,,,,,,,,,
1383,Q78279,,,,,,,,,,,,,,,,,,,,,,,,National Liberal Party,,,,,
1384,Q24574678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brass player
1385,Q1962802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-commissioned officer
1386,Q4354339,,,,,,,,,,,,Cornwall,,,,,,,,,,,,,,,,,wrestling
1387,Q209715,,,,,,,,,,,,,,,,taking office,,,,,,,,,,,,,investiture
1388,Q2609670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
1389,Q2383947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government
1390,Q1155838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer
1391,Q1432769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,galvanized sheet steel
1392,Q16248255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,Q1136336,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,literary award
1394,Q9053464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothing
1395,Q1065579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothing
1396,Q1785330,,,,,,,,costume,,,,,,,,,,,,,,,,,,,,,book
1397,Q848957,Indonesia,,,,,,,,,,,,,,,,,Indonesian cuisine,,,,,,,,,,,stew
1398,Q2681209,,,,,,,,,,,,,,Tokelau,,,,,,,,,,,,,,,
1399,Q567559,,,,,,,,,,,,German Democratic Republic,,German Democratic Republic,,,,,,,,,,,,,,,
1400,Q2136,,,,multiple languages,,,,,,,,Soviet Union,,,,,,,,,,,,,,,,,
1401,Q5354399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
1402,Q713146,,,,,,,,,,,,Taiwan,,,,county of Taiwan,,,,,,,,,,,,,city
1403,Q665182,,,,,,,,,,,,,,,,,Coupe de la Jeunesse,,,,,,,,,,,,rowing regatta
1404,Q41487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government agency
1405,Q50296037,,,,,,,,,,,,Iceland,,court,,,,,,,,,,,,,,,government
1406,Q5178334,,,,,,,,,,,,Australia,,New South Wales,,,,,,,,,,,,,,,arbitration
1407,Q10220,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,food
1408,Q5179199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model
1409,Q19736253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model
1410,Q16959207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textile
1411,Q15647260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,Q5180431,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,vodka
1413,Q2739123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain
1414,Q46252,Sweden,,,,,,hard rock,,,,,,,,,,,,,,,,,,,,,,
1415,Q793606,,,,,,,,,,,,,azarole,,,,,,,,jam,,,,,,,,Plantae
1416,Q581620,,,,,,,electronic music,,,,,Argentina,,,,,,,,,,,,,,,,,
1417,Q5183387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixing
1418,Q463532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organism
1419,Q2985477,,,,,,,,,,,,Yugoslavia,,,,,,,,,,,,,,,,,
1420,Q5183474,,,,,,,,creationism,,,,,,,,,,,,,,,,,,,,,museum
1421,Q106828766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor
1422,Q5183639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,Q86740024,Japan,,,,Japanese,,ecchi,,,,,,,,,,,,,,,,,,,,,,
1424,Q1123744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,costume
1425,Q3393307,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,
1426,Q1378978,,,,,,,,,,,,Greece,,,,,,,,,,,,,,,,,
1427,Q586535,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,food
1428,Q12299841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,athlete
1429,Q46663,Australia,,,,,,punk rock,,,,,,,,,,,,,,,,,,,,,,
1430,Q959790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film
1431,Q146491,,,,,,,,,,,,,,,,law,,,,,,,,,,,,,law
1432,Q24641989,,,,,,,,,,,,,,,,,,,,conspiracy theorist,,,,,,,,,actor
1433,Q5186070,Canada,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
1434,Q6430706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-fiction writer
1435,Q5186753,United States,,,,,,,,,2020s controversies around critical race theory,,,,,critical sociology,,,,,,,,,,,,,,
1436,Q1483466,,,,,,,,,,,,,,,,psychology terminology,,,,,,,,,,,,,philosophical movement
1437,Q24798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,Q17955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,critique
1439,Q2735243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,war memorial
1440,Q964444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crucifix
1441,Q1788398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,church building
1442,Q28135033,,,,,,,,,,,,,,,,,duart e kryqëzuara,,,,,,,,,,,,
1443,Q5189476,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,government agency
1444,Q4035694,,,,,,,,,,,,Armenia,,,,,,,,,,,,,,,,,
1445,Q45689,Cuba,,,,,,hip-hop,,,,,,,,,,,,,,,,,,,,,,
1446,Q42934,,,,,,,,,,,,France,,,,modernism,,,,,,,,,,,,,
1447,Q1400843,,,,,,,,,,,,Russian Empire,,,,,,,,,,,,,,,,,Russian Futurism
1448,Q5192318,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,food
1449,Q593707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports equipment
1450,Q1778821,,,,,,,,food product,,,,,,,,,,,,,,,,,,,,,culture
1451,Q111579,United States,,,,,,heavy metal,,,,,,,,,,,,,,,,,,,,,,
1452,Q219557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film
1453,Q3710552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neighborhood
1454,Q2634430,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,Q5194727,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,building
1456,Q972027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,Q84459006,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,
1458,Q48998934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gesture
1459,Q2291325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop-motion
1460,Q15804130,,,,,,,,,victory,1947 Southern Conference Men's Basketball Tournament,,,,,,,,,,,,,,,,,,,celebration
1461,Q5198626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports club
1462,Q1785271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports team
1463,Q5198978,,,,,,,,,,,,,,,,,,,,,electronic line judge,,,,,,,,sports equipment
1464,Q501175,,,,,,,,,,,,Finland,,,,,Cygnaeuksen galleria,,,,,,,,,,,,
1465,Q14169641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree
1466,Q5200380,,,,,,,,,,,,,,,,,,,,,,,Catholic Church,,,,,,
1467,Q656042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poetry
1468,Q1920546,,,,,,,,,,,,Czech Republic,,,,,,,,,,,,,,,,,Cubism
1469,Q5201831,,,,,,,,,,,,Czech Republic,,,,,,,,,,,,,,,,,philosophy
1470,Q527589,,,,,,,,,,,,Czech Republic,,,,Grand Prix motorcycle racing,,,,,,,,,,,,,
1471,Q19894673,,,,,,,,,,,,Czech Republic,,,,,,,,,,,,,,,,,traditional costume
1472,Q911613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textile
1473,Q6034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avant-garde
1474,Q5208236,Korean Empire,,,,,,,,,,,,,,,Korean shamanism,대종교,,,,,,,,,,,,religious movement
1475,Q521453,,,,,,,,,,,,Norway,,,,,,,,,,,,,,,,,
1476,Q15964122,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
1477,Q87024,,,,,,,,,,,,,,,,,,,,,,,,,"Alltagstauglich, Schmuck von Jugendstil bis Art Déco",,,,
1478,Q716356,,,,,,,,,,,,Dahomey,,,,,,,,,,,Regla Osha Ifa afrocubana,,,,,,religion
1479,Q543486,Belgium,,,,,,comedy film,,,,,,,,,,,,,,,,,,,,,,
1480,Q3577793,,,,,,,,,,,,Senegal,,,,Négritude,,,,,,,,,,,,,
1481,Q5210982,,,,,,Beat Generation,,,,,,United States,,,,,,,,,,,,,,,,,
1482,Q380660,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
1483,Q501440,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,
1484,Q12323,,,,,,,,,,,,,,,,,,,,,drinking water,,,,,,,,levee
1485,Q22976,France,,,,,,,,,,,,,,,,Dampfnudel,Austrian cuisine,,,,,,,,,,,dish
1486,Q1159127,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,
1487,Q2778381,,,,,,,,,,,,,,,,,,,,man,,,,,,,,,undergarment
1488,Q5215303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance troupe
1489,Q738622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport
1490,Q85755629,United Kingdom,,,,English,,,,,,,,,,,,,,,,,,,,,,,,
1491,Q108576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Q1161248,,,,,,,,,,,,,,,,,,,,,,,,,2004 Summer Olympics,,,,
1493,Q1162679,,,Italian Argentines,,,,,,,,,,,,,,,,,,,,Catholicism,Front for Victory,World Economic Forum Annual Meeting 2014,,,,
1494,Q669313,,,,,,,,,,,,,,,,,,,,,,,,,,,,Czech Republic,
1495,Q12857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Q12500,,,,,,,,,,,,,,,,,,,,,,,,Vooruit,,,,,
1497,Q26806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Q1164847,Sweden,,,,,,,,,,,,,,,,danseband,,,,,,,,,,,,musical group
1499,Q587691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,Q5295507,,,,,,,,,,,,United Kingdom,,,,Heritage Doncaster,,,,,,,,,,,,,
1501,Q5221946,,,,,,,,,,,,Morocco,,,,Medina of Fez,,,,,,,,,,,,,building
1502,Q85755715,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,
1503,Q1418745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romanticism
1504,Q5223445,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
1505,Q11568,,,,,,,,,,,,Australia,,,,,Darwin,,,,,,,,,,,,
1506,Q1170050,,,,,German,,,,,,,,,,,,,,,,,,,,,,,,magazine
1507,Q851746,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,broth
1508,Q3242920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government agency
1509,Q688416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Q31273854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Q44158,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,
1512,Q183337,,,,,,environmentalism,,,,,,,,,,,,,,,,,,,World Economic Forum Annual Meeting 2019,,,,
1513,Q192,,,,,,,,,,2016 United Kingdom European Union membership referendum,,,,,,,,,,,,conservatism in the United Kingdom,Anglicanism,Conservative Party,World Economic Forum Annual Meeting 2014,,,,
1514,Q1628,,,,,,,,,,,,,,,,,,,,,,,,Conservative Party,1924 Summer Olympics,,,United Kingdom,
1515,Q65468,,,,,,,,,,,,,,,,,,,,,,,Lutheranism,,,,,,
1516,Q2071,,,,,,Surrealism,Surrealism,,,,,,,,,,,,,,,,,Democratic Party,,,,,
1517,Q3018644,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,
1518,Q14715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Q154005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,Q107434367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religious movement
1521,Q5245481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building
1522,Q177982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transport
1523,Q498635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Q55639561,,,,,,,,mortality,,,,,,,,,,,,,,,,,,,,,
1525,Q3070448,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,
1526,Q3042309,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,dance
1527,Q152159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book
1528,Q5249625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laminate
1529,Q1182135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religious leader
1530,Q216279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosophy
1531,Q749381,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
1532,Q266180,,,,,,,punk rock,,,,,Germany,,,,,,,,,,,,,,,,,
1533,Q582456,,,,,,,hardstyle,,,,,Netherlands,,,,,,,,,,,,,,,,,
1534,Q1183120,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
1535,Q620629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
1536,Q682863,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
1537,Q5253245,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
1538,Q19713851,,,,,,,,,,,,,,,,Generalitat of Catalonia,,,,,,,,,,,,,government agency
1539,Q2312129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food
1540,Q4471,United States,,,,,,drama film,,,,New York City,,,,,,,,,,,,,,,,,,
1541,Q10264925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
1542,Q672490,,,,,,,,,,,,Classical Athens,,,,,,,,,,,,,,,,,geographic location
1543,Q2734949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
1544,Q5255191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Q17151372,Cameroon,,,,,,rapper,,,,,,,,,,,,,,,,,,,,,,
1546,Q43044,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,,,,
1547,Q63755,,,,,,,,,,,,Lithuania,,,,,Lietuvos demokratinė darbo partija,,,,,social democracy,,,,,,,
1548,Q66451430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political party
1549,Q41980,,,,,,atomism,,,,,,,,,,,,,,,,,atheism,,,,,,
1550,Q562734,South Korea,,,,Korean,,,,,,,,,,,,,,,,,,,,,,,,
1551,Q31326,Japan,,,,Japanese,,video game magazine,,,,,,,,,,,,,,,,,,,,,,
1552,Q652698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textile
1553,Q448,,,,,,materialism,,,,,,,,,,Diderot and d'Alembert,,,,,,,,,,,,,
1554,Q2366025,,,,,,,,,,,,,,,,Sunni Islam,,,,,,,Sunni Islam,,,,,,
1555,Q5260216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government agency
1556,Q5260434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government agency
1557,Q474456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Q507134,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,
1559,Q111193712,,,,,,,,,,,,Australia,,New South Wales,,New South Wales Legislative Council,,,,,,,,,,,,,
1560,Q5261098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
1561,Q18206482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
1562,Q8637,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
1563,Q577996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medieval music
1564,Q5322166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creative professional
1565,Q29092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Q48344369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street performance
1567,Q106071447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tourist attraction
1568,Q3045261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Q109599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Q168407,,,,,,,classical music,,,,,Germany,,,,,Deutsche Grammophon,,,,,,,,,,,,
1571,Q316296,,,,,,,,,,,,German Democratic Republic,,,,Ministry of Posts and Telecommunications of the GDR,,,,,,,,,,,,,
1572,Q691086,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
1573,Q865909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politics
1574,Q551458,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,food
1575,Q97275377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Q2632547,Japan,,,,Japanese,,horror anime and manga,,,,,,,,,,,,,,,,,,,,,,
1577,Q5267626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,painting
1578,Q124645451,,,,,Sambalpuri,,poetry,Ficus microcarpa,,,,,,,,,,,,,,,,,,,,,
1579,Q13182447,Nepal,,,,,,,,,,,Nepal,,,,,धाननाच,,,,,,,,,,,,folk dance
1580,Q24403,,,,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,
1581,Q5270538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naturalism
1582,Q66027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Q5272160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architectural structure
1584,Q267992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Q2502127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Q3298465,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
1587,Q1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Q541144,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
1589,Q120336550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Q297,,,,,,Baroque,nude,,,,,,,,,,,,,,,,,,,,,,
1591,Q108624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Q14678,,,,,,,,,,,,,,,,,,,,,,,Catholicism,,,,,,
1593,Q4505975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comics
1594,Q919982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poetry
1595,Q119070334,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,policy
1596,Q6017615,Turkey,,,,,,,,,,,,,,,Turkish cuisine,,,,,,,,,,,,,dessert
1597,Q42904,,,,,,,pop music,,,,,,,,,,,,,,,,Eastern Orthodox Church,,Eurovision Song Contest 2006,,,,
1598,Q5277223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museum
1599,Q2347558,,,,,,,,,,,,Mughal Empire,,,,,دین الهی,,,,,,,,,,,,
1600,Q577775,Italy,,,,,,,,,,,Italy,,,,,,,worldwide,,,,,,,,,,
1601,Q18245463,,,,,,,,,,,,,,diocese of the Catholic Church,,,,,,,,,,,,,,,government
1602,Q59138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Q59137,,,,,,Epicureanism,,,,,,,,,,,,,,,,,,,,,,,
1604,Q59180,,,,,,Cynicism,,,,,,,,,,,,,,,,,,,,,,,
1605,Q696284,,,,,,,,,,,,,,,,Greek mythology,,,,,,,,,,,,,Greco-Roman mysteries
1606,Q3708591,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,
1607,Q213283,,,,,,,,,,,,,,,,foreign affairs ministry,,,,,,,,,,,,,government agency
1608,Q5280355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Q3455803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artist
1610,Q16829741,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,government agency
1611,Q756230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book
1612,Q73603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dress
1613,Q7340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Q178837,,,,,,,,,,,,United States,,,,,Disney Channel,,,,,,,,,,,,
1615,Q742886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Q906229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comics
1617,Q123018834,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
1618,Q186302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
1619,Q478685,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
1620,Q851110,,,,,,,,,,,,Hungary,,,,,,,,,,,,,,,,,neighborhood
1621,Q131366,United States,,,,,,alternative metal,,,,,,,,,,,,,,,,,,,,,,
1622,Q28130222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government
1623,Q579772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower
1624,Q498735,,,,,,,,,,,,Korea,,,,,,,,,,,,,,,,,
1625,Q5284735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building
1626,Q169802,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
1627,Q15253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Q1233944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Q93204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,documentary
1630,Q38936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport
1631,Q3033729,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,
1632,Q668711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manga
1633,Q19691705,Japan,,,,Japanese,,yaoi,,,,,,,,,,,,,,,,,,,,,,
1634,Q123865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Q8157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mooring
1636,Q19872684,,,,,,,public art,,,,,United Kingdom,,,"Fontana del Nettuno, Piazza del Popolo",,,,,,,,,,,,,,sculpture
1637,Q5289711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architectural structure
1638,Q30434,,,,,,,,,,,,Italy,,,,France–Italy border,,,,,,,,,,,,,
1639,Q2276446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic worker
1640,Q622852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-human animal
1641,Q5290273,,,,,,,,,,,,Egypt,,,,,,,,,,,,,,,,,
1642,Q2439061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political party
1643,Q32910,United States,,,,,,drama film,,,,England,,,,,,,,,,,,,,,,,,
1644,Q3035643,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,
1645,Q46477,Italy,,,,,,comedy film,,,,,,,,,,,,,,,,,,,,,,
1646,Q135475,,,,,,,,Sexual orientation and the United States military,,,,United States,,,,,"Don't ask, don't tell",,,,,,,,,,,,
1647,Q5294651,,,,,,,,,,wedding,,,,,,,,,,,,,Mennonites,,,,,,
1648,Q1240909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Q1240934,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,,
1650,Q450465,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,,
1651,Q3036242,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
1652,Q904958,Joseon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korean philosophy
1653,Q25688755,,,,,Ligurian,,poetry,,,,,,,,,,,,,,,,,,,,,,
1654,Q1074386,Japan,,,,,,,Felis catus,,,New Zealand,,,,,,,,,,,,,,,,,,
1655,Q1122636,Japan,,,,,,fantasy film,Felis catus,,,,,,,,,,,,,,,,,,,,,
1656,Q1245432,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Q64814,,,,,,,art rock,,,,,,,,,,,,,,,,,,,,,,
1658,Q1251417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film
